1,0.0011355,86
2,0.00086205,44
3,0.0028546,40
4,0.0053408,16
5,0.0017213,16
6,0.01751,5
7,0.0067102,18
8,0.014017,6
9,0.0014466,16
10,0.0022402,54
11,0.0025093,13
12,0.012102,2
13,0.003319,14
14,0.0063261,3
15,0.0003787,56
16,0.017607,9
17,0.005825,2
18,0.004556,14
19,0.0063263,4
20,0.011345,2
21,0.0013398,13
22,0.0022957,11
23,0.033622,2
24,0.0014929,20
25,0.0033443,8
26,0.0064339,4
27,0.0040636,5
28,0.0058445,4
29,0.0010275,13
30,0.0002682,81
31,0.0022393,5
32,7.7002e-05,33
33,0.00094453,33
34,0.0093679,6
35,0.0025773,8
36,0.00029901,22
37,0.0020518,14
38,0.05456,2
39,0.0012779,5
40,0.0029339,6
41,0.0011781,7
42,0.0073754,7
43,0.010593,9
44,0.0045811,6
45,0.0091544,4
46,0.0081125,9
47,0.01226,2
48,0.00085769,28
49,0.0057967,8
50,0.0091712,3
51,0.011975,3
52,0.0081807,2
53,0.0020088,6
54,0.0061381,5
55,0.0065914,3
56,0.0026875,2
57,0.059615,2
58,0.015285,2
59,0,2
60,0.0036638,7
61,0.005965,10
62,0,2
63,0.0057298,9
64,0,3
65,0.0021996,12
66,0,2
67,0,2
68,0,2
69,0,3
70,0,3
71,0.0051218,3
72,0,2
73,0,3
74,0.00049428,2
75,0,8
76,0,10
77,0,2
78,0,5
79,0,5
80,0.011778,3
81,0,2
82,0,3
83,0.0076514,2
84,0,3
85,0.47411,1
86,0.47411,1
87,0.47411,1
88,0.47411,1
89,0.47411,1
90,0.47411,1
91,0.47411,1
92,0.47411,1
93,0.47411,1
94,0.47411,1
95,0.47411,1
96,0.075983,28
97,0.082364,6
98,0.04355,53
99,0.01454,95
100,0.1666,5
101,0.036186,31
102,0.16209,18
103,0.0019976,196
104,0.05208,41
105,0.0037977,195
106,0.16704,10
107,0.015057,89
108,0.12559,14
109,0.17723,7
110,0.062066,5
111,0.25961,7
112,0.0061399,135
113,0.0064079,133
114,0.0051103,170
115,0.27979,4
116,0.071721,4
117,0.01602,41
118,0.070918,21
119,0.04565,21
120,0.052962,7
121,0.12189,9
122,0.035901,6
123,0.078558,5
124,0.00070095,424
125,0.15804,5
126,0.096276,27
127,0.024305,65
128,0.030504,5
129,0.1049,7
130,0.10274,17
131,0.18704,11
132,0.00050891,526
133,0.049227,5
134,0.03771,5
135,0.081061,10
136,0.0462,7
137,0.048197,16
138,0.073098,9
139,0.072775,24
140,0.032484,11
141,0.0094455,119
142,0.049908,6
143,0.013386,57
144,0.035799,16
145,0.07728,14
146,0.018723,11
147,0.094683,17
148,0.021382,8
149,0.026177,18
150,0.0217,14
151,0.027249,30
152,0.012099,31
153,0.023329,38
154,0.0073487,63
155,0.023045,10
156,0.0070157,22
157,0.018955,45
158,0.041787,23
159,0.01177,45
160,0.0012541,210
161,0.011114,21
162,0.0071076,76
163,0.032883,7
164,0.0079477,60
165,0.017859,17
166,0.0089092,17
167,0.0071957,24
168,0.0028956,44
169,0.017447,8
170,0.0077329,18
171,0.0059432,94
172,0.0034761,124
173,0.0073813,49
174,0.012633,42
175,0.036672,22
176,0.002531,145
177,0.017258,10
178,0.023186,22
179,0.021123,10
180,0.014764,20
181,0.01223,31
182,0.010276,13
183,0.011862,39
184,0.011462,14
185,0.0025168,15
186,0.0052781,10
187,0.0096133,27
188,0.013846,13
189,0.0017786,85
190,0.003252,106
191,0.010424,26
192,0.01039,16
193,0.00035968,189
194,0.001958,89
195,0.00099519,51
196,0.054481,4
197,0.028536,4
198,0.020001,5
199,0.061492,5
200,0.027018,10
201,0.038204,27
202,0.073293,5
203,0.055985,8
204,0.043891,29
205,0.031556,14
206,0.074424,6
207,0.019011,18
208,0.10739,10
209,0.2917,6
210,0.10133,4
211,0.086586,14
212,0.030662,3
213,0.072678,6
214,0.043667,6
215,0.041754,5
216,0.064513,3
217,0.010535,43
218,0.11497,3
219,0.065642,12
220,0.032598,22
221,0.082025,4
222,0.02155,6
223,0.047586,7
224,0.029523,8
225,0.064491,18
226,0.034553,9
227,0.019674,32
228,0.022742,11
229,0.04383,5
230,0.033606,10
231,0.01171,7
232,0.022379,12
233,0.060026,14
234,0.034439,24
235,0.025707,8
236,0.062978,13
237,0.051764,7
238,0.034884,5
239,0.034032,3
240,0.028528,13
241,0.010772,62
242,0.05034,3
243,0.12891,4
244,0.020082,30
245,0.1013,4
246,0.036936,20
247,0.087588,3
248,0.010008,25
249,0.022222,5
250,0.054645,20
